Approved symbol	Gene group name	Gene group ID	Ensembl ID(supplied by Ensembl)
RN7SL644P			ENSG00000264313
HNRNPA1P11			ENSG00000264315
MTCO3P13			ENSG00000264316
RN7SL154P			ENSG00000264317
RN7SL448P			ENSG00000264322
NOTCH2NLA			ENSG00000264343
LINC01894	Long intergenic non-protein coding RNAs	1986	ENSG00000264345
SNRPGP2			ENSG00000264350
RN7SL602P			ENSG00000264352
NEK4P2			ENSG00000264359
DYNLL2	Dyneins, axonemal inner arm I1/f complex subunits|Dynein 1 complex subunits|Dynein 2 complex subunits	2032|2028|2029	ENSG00000264364
RN7SL431P			ENSG00000264384
RN7SL208P			ENSG00000264391
RN7SL491P			ENSG00000264400
LINC02675	Long intergenic non-protein coding RNAs	1986	ENSG00000264404
RN7SL718P			ENSG00000264423
MYH4	Myosin heavy chains	1098	ENSG00000264424
RN7SL560P			ENSG00000264438
NCMAP-DT	Divergent transcripts	1990	ENSG00000264443
SDHCP1			ENSG00000264444
MIR378D2HG	MicroRNA non-coding host genes	1688	ENSG00000264448
LINC02837	Long intergenic non-protein coding RNAs	1986	ENSG00000264464
RN7SL697P			ENSG00000264484
MIR4650-2	MicroRNAs	476	ENSG00000264494
RN7SL731P			ENSG00000264501
VSTM2B-DT	Divergent transcripts	1990	
RN7SL596P			ENSG00000264519
OTUD7B	OTU domain containing	669	ENSG00000264522
DNAJB6P8			ENSG00000264529
RN7SL25P			ENSG00000264530
SUZ12P1			ENSG00000264538
RN7SL405P			ENSG00000264540
SNORD95	Small nucleolar RNAs, C/D box	845	ENSG00000264549
RN7SL793P			ENSG00000264554
DCXR-DT	Divergent transcripts	1990	ENSG00000264569
SNX19P3			ENSG00000264570
RN7SL15P			ENSG00000264573
LINC00526	Long intergenic non-protein coding RNAs	1986	ENSG00000264575
RN7SL326P			ENSG00000264582
MAPT-AS1	Antisense RNAs	1987	ENSG00000264589
RN7SL131P			ENSG00000264592
MIR3173	MicroRNAs	476	ENSG00000264607
RN7SL290P			ENSG00000264613
RN7SL592P			ENSG00000264615
RN7SL732P			ENSG00000264618
PRKCA-AS1	Antisense RNAs	1987	ENSG00000264630
KRT18P8			ENSG00000264644
PPIAP54			ENSG00000264655
MIR3171	MicroRNAs	476	ENSG00000264657
KRT8P34			ENSG00000264663
SEPTIN4-AS1	Antisense RNAs	1987	ENSG00000264672
RN7SL204P			ENSG00000264676
MIR4773-1	MicroRNAs	476	ENSG00000264684
PRPF19P1			ENSG00000264685
MTL3P			
LINC01912	Long intergenic non-protein coding RNAs	1986	ENSG00000264699
RN7SL217P			ENSG00000264706
L3MBTL4-AS1	Antisense RNAs	1987	ENSG00000264707
KIAA0895LP1			ENSG00000264714
NPY4R2	Neuropeptide receptors	854	ENSG00000264717
MIR3670-2	MicroRNA MIR3670 family	1872	ENSG00000264722
BDP1P			ENSG00000264736
DPRXP4	PRD class homeoboxes and pseudogenes	521	ENSG00000264743
TTC39C-AS1	Antisense RNAs	1987	ENSG00000264745
RN7SL237P			ENSG00000264767
PPIAP14			ENSG00000264775
ERVFRD-3			ENSG00000264801
RN7SL468P			ENSG00000264833
VN1R71P	Vomeronasal receptors	291	ENSG00000264837
RN7SL404P			ENSG00000264840
DSG2-AS1	Antisense RNAs	1987	ENSG00000264859
RN7SL45P			ENSG00000264862
RN7SL690P			ENSG00000264879
NOS2P4			ENSG00000264892
MIR4494	MicroRNAs	476	ENSG00000264906
PRELID3BP3			ENSG00000264907
RN7SL525P			ENSG00000264910
RN7SL230P			ENSG00000264916
SP2-DT	Divergent transcripts	1990	
MIR4540	MicroRNAs	476	ENSG00000264922
MIR378F	MicroRNAs	476	ENSG00000264926
RN7SL190P			ENSG00000264933
SNORD3C	Small nucleolar RNAs, C/D box	845	ENSG00000264940
SH3GL1P2			ENSG00000264943
PRR29-AS1	Antisense RNAs	1987	ENSG00000264954
ALOX12P1			ENSG00000264958
RN7SL440P			ENSG00000264963
TWSG1-DT	Divergent transcripts	1990	
PRR13P4			ENSG00000264971
RN7SL630P			ENSG00000264978
SNORD92	Small nucleolar RNAs, C/D box	845	ENSG00000264994
MARCHF10-DT	Divergent transcripts	1990	ENSG00000265000
AGAP12P	ArfGAPs	395	ENSG00000265018
NCOR1P2			ENSG00000265019
RN7SL262P			ENSG00000265033
PMM2P1			ENSG00000265038
RN7SL622P			ENSG00000265052
PPY2P			ENSG00000265060
RN7SL664P			ENSG00000265078
RN7SL246P			ENSG00000265093
FTLP12			ENSG00000265095
C1QTNF1-AS1	Antisense RNAs	1987	ENSG00000265096
RBM22P1			ENSG00000265097
GJA5	Gap junction proteins	314	ENSG00000265107
RN7SL676P			
RN7SL200P			ENSG00000265123
RN7SL451P			ENSG00000265141
MIR133A1HG	MicroRNA non-coding host genes	1688	ENSG00000265142
SNORD53	Small nucleolar RNAs, C/D box	845	ENSG00000265145
TSPOAP1-AS1	Antisense RNAs	1987	ENSG00000265148
LRRC37A7P			ENSG00000265158
CDRT8	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000265163
RN7SL667P			ENSG00000265170
SRP72P1			ENSG00000265182
SNORD3B-1	Small nucleolar RNAs, C/D box	845	ENSG00000265185
ANXA8	Annexins	404	ENSG00000265190
RBP3			ENSG00000265203
RNU1-79P			
SNORD84	Small nucleolar RNAs, C/D box	845	ENSG00000265236
MIR3142	MicroRNAs	476	ENSG00000265237
RBM8A	RNA binding motif containing|Spliceosomal P complex|Exon junction complex	725|1516|1238	ENSG00000265241
IGLJCOR18	Immunoglobulin lambda (IGL) orphons	354	ENSG00000265243
RN7SL74P			ENSG00000265260
TRMT112P3			ENSG00000265262
RN7SL693P			ENSG00000265272
PGDP1			ENSG00000265273
CLUHP6			ENSG00000265279
ARGFXP2	PRD class homeoboxes and pseudogenes	521	ENSG00000265293
FEM1AP2			ENSG00000265296
LINC01476	Long intergenic non-protein coding RNAs	1986	ENSG00000265313
RN7SL199P			ENSG00000265315
RN7SL847P			ENSG00000265319
RN7SL411P			ENSG00000265327
OR4K7P	Olfactory receptors, family 4	151	ENSG00000265340
LINC01899	Long intergenic non-protein coding RNAs	1986	ENSG00000265352
TIMM23	TIM23 complex|Tim17 family|Small nucleolar RNA protein coding host genes	1552|1857|1835	ENSG00000265354
GLUD1P2			ENSG00000265366
PCAT18	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000265369
LINC01908	Long intergenic non-protein coding RNAs	1986	ENSG00000265374
MIR466	MicroRNAs	476	ENSG00000265376
RN7SL219P			ENSG00000265386
RN7SL391P			ENSG00000265388
RSL24D1P9			ENSG00000265402
RN7SL656P			ENSG00000265411
RN7SL811P			ENSG00000265439
CLASP1-AS1	Antisense RNAs	1987	
NARF-AS2	Antisense RNAs	1987	
POLR3KP2			ENSG00000265469
FAM32DP			
DTX2P1-UPK3BP1-PMS2P11			ENSG00000265479
KRT18P55			ENSG00000265480
LINC01915	Long intergenic non-protein coding RNAs	1986	ENSG00000265485
RN7SL518P			ENSG00000265486
ARHGAP44-AS1	Antisense RNAs	1987	
RNF115	Ring finger proteins	58	ENSG00000265491
MIR4435-1	MicroRNAs	476	ENSG00000265507
LINC01892	Long intergenic non-protein coding RNAs	1986	ENSG00000265514
MIR548V	MicroRNA MIR548 family	1806	ENSG00000265520
MIR5697	MicroRNAs	476	ENSG00000265521
FCGR1CP	Immunoglobulin like domain containing	594	ENSG00000265531
DSEL-AS1	Antisense RNAs	1987	
RN7SL475P			ENSG00000265535
H3P41			ENSG00000265541
ELOCP27			
LINC01903	Long intergenic non-protein coding RNAs	1986	ENSG00000265555
RN7SL652P			ENSG00000265559
PIGPP4			ENSG00000265564
RN7SL605P			ENSG00000265566
WDR45BP1			ENSG00000265574
CFAP298-TCP10L			ENSG00000265590
RN7SL92P			
NPM1P45			ENSG00000265593
BNIP3P3			ENSG00000265631
TUFMP1			ENSG00000265646
RN7SL279P			ENSG00000265648
RARA-AS1	Antisense RNAs	1987	ENSG00000265666
RN7SL708P			ENSG00000265675
RPL17	L ribosomal proteins|Small nucleolar RNA protein coding host genes	729|1835	ENSG00000265681
SYPL1P2			ENSG00000265683
RN7SL378P			ENSG00000265684
MAFG-DT	Divergent transcripts	1990	ENSG00000265688
LINC01970	Long intergenic non-protein coding RNAs	1986	ENSG00000265692
MIR4774	MicroRNAs	476	ENSG00000265694
LARP7P3			ENSG00000265698
RN7SL648P			ENSG00000265727
SNORA74C-1	Small nucleolar RNAs, H/ACA box	846	ENSG00000265733
RN7SL5P			ENSG00000265735
RN7SL339P			ENSG00000265740
RN7SL375P			ENSG00000265745
KYNUP2			ENSG00000265746
RN7SL444P			ENSG00000265753
LINC01900	Long intergenic non-protein coding RNAs	1986	ENSG00000265758
ZNF488	Zinc fingers C2H2-type	28	ENSG00000265763
CXADRP3			ENSG00000265766
RN7SL624P			ENSG00000265777
ZNF516-AS1	Antisense RNAs	1987	
LINC01906	Long intergenic non-protein coding RNAs	1986	ENSG00000265786
CYP4F35P	Cytochrome P450 family 4	1003	ENSG00000265787
NOS2P1			ENSG00000265788
RNASEH1P1			ENSG00000265790
RN7SL49P			ENSG00000265802
SEC22B	SNAREs	1124	ENSG00000265808
RN7SL300P			ENSG00000265813
RN7SL376P			ENSG00000265814
FSBP			ENSG00000265817
EEF1E1-BLOC1S5			ENSG00000265818
CCND3P2			ENSG00000265836
LINC01029	Long intergenic non-protein coding RNAs	1986	ENSG00000265843
GPR160P2			ENSG00000265863
PDLIM1P2			ENSG00000265881
RN7SL73P			ENSG00000265882
RN7SL783P			ENSG00000265885
DSCAS	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000265888
RN7SL311P			ENSG00000265892
RN7SL357P			ENSG00000265894
RN7SL96P			ENSG00000265905
RN7SL543P			ENSG00000265918
MIR4280	MicroRNAs	476	ENSG00000265919
LINC00668	Long intergenic non-protein coding RNAs	1986	ENSG00000265933
ARL2BPP1			ENSG00000265934
UBE2CP2			ENSG00000265939
RN7SL577P			ENSG00000265942
LINC01387	Long intergenic non-protein coding RNAs	1986	ENSG00000265944
GACAT2	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000265962
TXNIP	Alpha arrestins	1311	ENSG00000265972
MIR544B	MicroRNA MIR544 family	1799	ENSG00000265981
GREB1L-DT	Divergent transcripts	1990	
ESRG	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000265992
GATA6-AS1	Antisense RNAs	1987	ENSG00000266010
LINC02079	Long intergenic non-protein coding RNAs	1986	ENSG00000266013
MIR3609	MicroRNAs	476	ENSG00000266019
SRGAP2	F-BAR domain containing |Small nucleolar RNA protein coding host genes|AH/BAR family Rho GTPase activating proteins	1288|1835|1923	ENSG00000266028
SLC9A3R1-AS1	Antisense RNAs	1987	
NDUFV2-AS1	Antisense RNAs	1987	ENSG00000266053
RN7SL140P			ENSG00000266059
POLRMTP1			ENSG00000266066
BAHCC1			ENSG00000266074
RN7SL574P			ENSG00000266075
SNORA59B	Small nucleolar RNAs, H/ACA box	846	ENSG00000266079
RASSF5	Ras association domain family	1198	ENSG00000266094
FBXO36P1			ENSG00000266117
ZNF415P1			ENSG00000266127
RN7SL366P			ENSG00000266128
SRP68P1			ENSG00000266129
MIR4435-2	MicroRNAs	476	ENSG00000266139
RHOT1P1			ENSG00000266145
RN7SL785P			ENSG00000266158
RN7SL612P			ENSG00000266160
YWHAEP2			ENSG00000266162
RN7SL557P			ENSG00000266166
STRADA			ENSG00000266173
EIF4A3P1			ENSG00000266181
RN7SL804P			ENSG00000266185
RN7SL480P			ENSG00000266187
RN7SL163P			ENSG00000266195
PNLIPRP2	Lipases	464	ENSG00000266200
SS18L2P2			ENSG00000266201
MIR5585	MicroRNAs	476	ENSG00000266203
RN7SL371P			ENSG00000266210
CTSLP2			ENSG00000266217
NPM1P2			ENSG00000266227
NARF-IT1	Intronic transcripts	1989	ENSG00000266236
GRAMD4P7			ENSG00000266242
COX6CP3			ENSG00000266251
LINC00683	Long intergenic non-protein coding RNAs	1986	ENSG00000266256
LINC01909	Long intergenic non-protein coding RNAs	1986	ENSG00000266258
KLF14	Zinc fingers C2H2-type|Kruppel like factors	28|624	ENSG00000266265
RN7SL138P			ENSG00000266274
LINC01910	Long intergenic non-protein coding RNAs	1986	ENSG00000266278
UBL5P2			ENSG00000266282
DYNLL2-DT	Divergent transcripts	1990	
ARIH2P1			ENSG00000266296
MIR744	MicroRNAs	476	ENSG00000266297
LIVAR	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000266304
RN7SL510P			ENSG00000266308
LINC01927	Long intergenic non-protein coding RNAs	1986	ENSG00000266312
RN7SL703P			ENSG00000266317
MIR4536-2	MicroRNAs	476	ENSG00000266328
NBPF15	NBPF members	662	ENSG00000266338
MIR4776-1	MicroRNAs	476	ENSG00000266354
LINC02074	Long intergenic non-protein coding RNAs	1986	ENSG00000266357
PIK3R5-DT	Divergent transcripts	1990	
SNHG25	Small nucleolar RNA non-coding host genes	1839	ENSG00000266402
CBX3P2			
NCOA4			ENSG00000266412
RN7SL118P			ENSG00000266420
TBC1D3P5			ENSG00000266433
RN7SL493P			ENSG00000266439
ARHGAP28-AS1	Antisense RNAs	1987	
NARF-AS1	Antisense RNAs	1987	ENSG00000266445
MIR3713	MicroRNAs	476	ENSG00000266449
MIR3179-3	MicroRNA MIR3179 family	1868	ENSG00000266454
RN7SL220P			ENSG00000266467
MRPS21	Small subunit mitochondrial ribosomal proteins|Mitochondrial ribosomal proteins	1996|646	ENSG00000266472
HELZ-AS1	Antisense RNAs	1987	
RN7SL616P			ENSG00000266477
MIR4641	MicroRNAs	476	ENSG00000266494
RDM1P2			ENSG00000266497
ATG12P1			
MIR5681A	MicroRNAs	476	ENSG00000266502
RN7SL162P			ENSG00000266503
RDM1P1			ENSG00000266504
RAC1P1			ENSG00000266520
GDF10	Transforming growth factor beta superfamily	1932	ENSG00000266524
MIR4650-1	MicroRNAs	476	ENSG00000266525
MTCYBP13			ENSG00000266529
SPDYE22P	Speedy/RINGO cell cycle regulator family	756	ENSG00000266537
ATP6V1E1P2			
RN7SL356P			ENSG00000266553
LINC01443	Long intergenic non-protein coding RNAs	1986	ENSG00000266554
EIF1P5			ENSG00000266563
RN7SL377P			ENSG00000266569
MIR5579	MicroRNAs	476	ENSG00000266570
BOLA2P1			ENSG00000266575
MIR4527	MicroRNAs	476	ENSG00000266582
LINC01887	Long intergenic non-protein coding RNAs	1986	ENSG00000266604
LONRF2P1			ENSG00000266605
RN7SL176P			ENSG00000266610
COP1P1			ENSG00000266613
RN7SL202P			ENSG00000266627
SETP3			ENSG00000266648
OR4K8P	Olfactory receptors, family 4	151	ENSG00000266693
MIR4498	MicroRNAs	476	ENSG00000266704
PSMD7P1			ENSG00000266707
RN7SL48P			ENSG00000266710
MYO15B	Myosins, class XV|FERM domain containing	1105|1293	ENSG00000266714
RN7SL14P			ENSG00000266720
DSG1-AS1	Antisense RNAs	1987	ENSG00000266729
TBC1D29P			ENSG00000266733
GTF2IP6			ENSG00000266736
RN7SL524P			ENSG00000266754
RN7SL619P			ENSG00000266770
SH3GL1P1			ENSG00000266777
MIR3663	MicroRNAs	476	ENSG00000266782
LGALS9DP			ENSG00000266786
RN7SL7P			ENSG00000266794
PPIAP57			ENSG00000266809
KPNA2P3			ENSG00000266820
IGBP1P2			
RN7SL712P			ENSG00000266828
GAPLINC			ENSG00000266835
ITM2BP1			ENSG00000266853
RPSAP67			ENSG00000266858
RN7SL123P			ENSG00000266863
RN7SL408P			ENSG00000266875
AKR1B1P7			ENSG00000266899
CEACAM16-AS1	Antisense RNAs	1987	
LINC00663	Long intergenic non-protein coding RNAs	1986	ENSG00000266904
SLC25A6P4			ENSG00000266909
LINC01841	Long intergenic non-protein coding RNAs	1986	ENSG00000266913
MRPS5P4			ENSG00000266915
ZNF793-AS1	Antisense RNAs	1987	ENSG00000266916
ACTBP9			ENSG00000266920
ZNF230-DT	Divergent transcripts	1990	
MADCAM1-AS1	Antisense RNAs	1987	
RPSAP66			ENSG00000266943
MRPL37P1			ENSG00000266946
LINC01538	Long intergenic non-protein coding RNAs	1986	ENSG00000266952
FAM106DP			
HSD17B1-AS1	Antisense RNAs	1987	
FXYD1			ENSG00000266964
AARSD1			ENSG00000266967
CEP192-DT	Divergent transcripts	1990	
SOCS3-DT	Divergent transcripts	1990	
OR4F8P	Olfactory receptors, family 4	151	ENSG00000266971
FARSA-AS1	Antisense RNAs	1987	ENSG00000266975
LINC01180	Long intergenic non-protein coding RNAs	1986	ENSG00000266979
RANBP3-DT	Divergent transcripts	1990	
POLR3GP2			ENSG00000266984
FTLP5			ENSG00000266989
DHX40P1			ENSG00000266992
LINC01929	Long intergenic non-protein coding RNAs	1986	ENSG00000267013
LINC01532	Long intergenic non-protein coding RNAs	1986	ENSG00000267014
NTF6A	Neurotrophins	1585	ENSG00000267019
LRRC37A16P			ENSG00000267023
TCF4-AS1	Antisense RNAs	1987	ENSG00000267028
ZNF850	Zinc fingers C2H2-type	28	ENSG00000267041
E2F3P1			ENSG00000267046
LINC01905	Long intergenic non-protein coding RNAs	1986	ENSG00000267057
PTGES3L			ENSG00000267060
UXT-AS1	Antisense RNAs	1987	ENSG00000267064
LINC02080	Long intergenic non-protein coding RNAs	1986	ENSG00000267065
MIX23P3			ENSG00000267076
ASB16-AS1	Antisense RNAs	1987	ENSG00000267080
KRT18P61			ENSG00000267083
CTBP2P7			ENSG00000267091
SLC14A2-AS1	Antisense RNAs	1987	ENSG00000267097
NTF6G	Neurotrophins	1585	ENSG00000267099
ILF3-DT	Divergent transcripts	1990	ENSG00000267100
TBC1D3P1-DHX40P1			ENSG00000267104
ZNF561-AS1	Antisense RNAs	1987	ENSG00000267106
PCAT19	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000267107
PMM2P2			
RPL10P15			ENSG00000267119
FMNL1-DT	Divergent transcripts	1990	
SCAT1	Long non-coding RNAs with non-systematic symbols	1992	ENSG00000267123
OR1AC1P	Olfactory receptors, family 1	147	ENSG00000267129
HMGB3P27			ENSG00000267132
LINC01924	Long intergenic non-protein coding RNAs	1986	ENSG00000267134
ZNF222-DT	Divergent transcripts	1990	
LINC01842	Long intergenic non-protein coding RNAs	1986	ENSG00000267147
MIR2117HG	MicroRNA non-coding host genes	1688	ENSG00000267151
CTBP2P3			ENSG00000267153
OR1M4P	Olfactory receptors, family 1	147	ENSG00000267154
TPMTP1			ENSG00000267156
SDHDP1			ENSG00000267162
CHMP1B-AS1	Antisense RNAs	1987	ENSG00000267165
ADGRL1-AS1	Antisense RNAs	1987	
CALM2P1			ENSG00000267170
PHF5CP			ENSG00000267178
SNRPCP20			ENSG00000267182
PTP4A2P1			ENSG00000267185
ATP5MGP7			ENSG00000267189
TYMSP2			ENSG00000267190
ZNF45-AS1	Antisense RNAs	1987	
MIR212	MicroRNA MIR132/212 family	1714	ENSG00000267195
MIR132	MicroRNA MIR132/212 family	1714	ENSG00000267200
LINC01775	Long intergenic non-protein coding RNAs	1986	ENSG00000267201
SNRPGP4			ENSG00000267203
LINC01782	Long intergenic non-protein coding RNAs	1986	ENSG00000267204
LCN6	Lipocalins|MicroRNA protein coding host genes	631|1691	ENSG00000267206
LINC01897	Long intergenic non-protein coding RNAs	1986	ENSG00000267209
DPY19L3-DT	Divergent transcripts	1990	
C17orf113			ENSG00000267221
WDR7-OT1	Overlapping transcripts	1988	ENSG00000267225
MALT1-AS1	Antisense RNAs	1987	
HNRNPA3P16			ENSG00000267233
ZNF861P			ENSG00000267235
CYP4F10P	Cytochrome P450 family 4	1003	ENSG00000267241
LINC01255	Long intergenic non-protein coding RNAs	1986	ENSG00000267252
WHSC1L2P			ENSG00000267253
PPIAP58			ENSG00000267258
ERVE-1			ENSG00000267259
GP6-AS1	Antisense RNAs	1987	
LINC01140	Long intergenic non-protein coding RNAs	1986	ENSG00000267272
KLF2-DT	Divergent transcripts	1990	
MAP3K14-AS1	Antisense RNAs	1987	ENSG00000267278
TBX2-AS1	Antisense RNAs	1987	ENSG00000267280
ATF7-NPFF			
PIN1-DT	Divergent transcripts	1990	
MAP4K1-AS1	Antisense RNAs	1987	
CEBPA-DT	Divergent transcripts	1990	ENSG00000267296
RPL23AP77			ENSG00000267301
RNFT1-DT	Divergent transcripts	1990	ENSG00000267302
LINC01764	Long intergenic non-protein coding RNAs	1986	ENSG00000267308
ZNF566-AS1	Antisense RNAs	1987	
OR4G1P	Olfactory receptors, family 4	151	ENSG00000267310
UFM1P2			
SELENOKP1			ENSG00000267319
SNHG30	Small nucleolar RNA non-coding host genes	1839	ENSG00000267321
SNHG22	Small nucleolar RNA non-coding host genes	1839	ENSG00000267322
SLC25A1P5			ENSG00000267323
LINC01415	Long intergenic non-protein coding RNAs	1986	ENSG00000267325
BOLA3P2			ENSG00000267332
ASNSP6			ENSG00000267333
KIF18B-DT	Divergent transcripts	1990	
EIF4A2P1			ENSG00000267336
LINC01478	Long intergenic non-protein coding RNAs	1986	ENSG00000267337
LINC00906	Long intergenic non-protein coding RNAs	1986	ENSG00000267339
ZNF833P			ENSG00000267343
EIF5AP3			ENSG00000267346
GEMIN7-AS1	Antisense RNAs	1987	ENSG00000267348
SH3GL1P3			ENSG00000267352
RPL9P29			ENSG00000267355
SEC24AP1			ENSG00000267361
KCNJ2-AS1	Antisense RNAs	1987	ENSG00000267365
UPK3BL1			ENSG00000267368
TAF5LP1			
ATP5MGP6			ENSG00000267376
SMCO4P1			ENSG00000267384
KDSR-DT	Divergent transcripts	1990	
MIR122HG	MicroRNA non-coding host genes	1688	ENSG00000267391
CYP4F9P	Cytochrome P450 family 4	1003	ENSG00000267392
ATXN7L3-AS1	Antisense RNAs	1987	
DM1-AS	Antisense RNAs	1987	ENSG00000267395
TCF4-AS2	Antisense RNAs	1987	ENSG00000267402
LINC02841	Long intergenic non-protein coding RNAs	1986	ENSG00000267407
LINC01901	Long intergenic non-protein coding RNAs	1986	ENSG00000267413
SETBP1-DT	Divergent transcripts	1990	ENSG00000267414
HEATR6-DT	Divergent transcripts	1990	
ELOCP29			ENSG00000267418
ZNF56	Zinc fingers C2H2-type	28	ENSG00000267419
ZFP28-DT			
LINC01928	Long intergenic non-protein coding RNAs	1986	ENSG00000267425
DNAH17-AS1	Antisense RNAs	1987	ENSG00000267432
LINC02594	Long intergenic non-protein coding RNAs	1986	ENSG00000267440
SMUG1P1			ENSG00000267444
OR1AB1P	Olfactory receptors, family 1	147	ENSG00000267450
LINC02073	Long intergenic non-protein coding RNAs	1986	ENSG00000267452
CLEC4O			ENSG00000267453
ZNF582-DT	Divergent transcripts	1990	ENSG00000267454
UBE2V2P2			ENSG00000267463
APOC4	Apolipoproteins	405	ENSG00000267467
ZNF571-AS1	Antisense RNAs	1987	ENSG00000267470
ARHGAP27P2			ENSG00000267472
NUDT19-DT	Divergent transcripts	1990	
GLUD1P4			ENSG00000267486
LINC01837	Long intergenic non-protein coding RNAs	1986	ENSG00000267489
CIRBP-AS1	Antisense RNAs	1987	ENSG00000267493
FAM215A	Long non-coding RNAs with FAM root symbol	1993	ENSG00000267496
NFE2L3P1			ENSG00000267497
UQCRFS1-DT	Divergent transcripts	1990	
ZNF887P			ENSG00000267500
ZNF285	Zinc fingers C2H2-type	28	ENSG00000267508
ADAD1P2			ENSG00000267511
HMGN1P31			ENSG00000267513
LINC01855	Long intergenic non-protein coding RNAs	1986	ENSG00000267517
MIR23AHG	MicroRNA non-coding host genes	1688	
LINC01864	Long intergenic non-protein coding RNAs	1986	ENSG00000267522
RPSAP57			ENSG00000267524
LINC01836	Long intergenic non-protein coding RNAs	1986	ENSG00000267530
MIR497HG	MicroRNA non-coding host genes	1688	ENSG00000267532
S1PR2	Sphingosine 1-phosphate receptors	206	ENSG00000267534
LINC00868	Long intergenic non-protein coding RNAs	1986	ENSG00000267535
